Number,Family,Binomial,Wood_density,Region,Reference_number,our_samples,Genus,Species,
10710,Melastomataceae,Mouriri barinensis,0.800,South America (tropical),141,,Mouriri,barinensis,
10711,Melastomataceae,Mouriri barinensis,0.780,South America (tropical),138,,Mouriri,barinensis,
10712,Melastomataceae,Mouriri brevipes,0.775,South America (tropical),128,,Mouriri,brevipes,
10713,Melastomataceae,Mouriri collocarpa,0.890,South America (tropical),55,,Mouriri,collocarpa,
10714,Melastomataceae,Mouriri collocarpa,0.880,South America (tropical),41,,Mouriri,collocarpa,
10715,Melastomataceae,Mouriri collocarpa,0.730,South America (tropical),44,,Mouriri,collocarpa,
10716,Melastomataceae,Mouriri crassifolia,0.890,South America (tropical),64,,Mouriri,crassifolia,
10717,Melastomataceae,Mouriri crassifolia,0.900,South America (tropical),45,,Mouriri,crassifolia,
10718,Melastomataceae,Mouriri dumetosa,0.900,South America (tropical),45,,Mouriri,dumetosa,
10719,Melastomataceae,Mouriri grandiflora,0.900,South America (tropical),44,,Mouriri,grandiflora,
10720,Melastomataceae,Mouriri huberi,0.750,South America (tropical),141,,Mouriri,huberi,
10721,Melastomataceae,Mouriri huberi,0.895,South America (tropical),189,,Mouriri,huberi,
10722,Melastomataceae,Mouriri huberi,0.730,South America (tropical),45,,Mouriri,huberi,
10723,Melastomataceae,Mouriri nigra,0.890,South America (tropical),64,,Mouriri,nigra,
10724,Melastomataceae,Mouriri nigra,0.900,South America (tropical),45,,Mouriri,nigra,
10725,Melastomataceae,Mouriri pseudogeminata,0.650,South America (tropical),141,,Mouriri,pseudogeminata,
10726,Melastomataceae,Mouriri sagotiana,0.900,South America (tropical),45,,Mouriri,sagotiana,
10727,Melastomataceae,Mouriri sideroxylon,0.880,South America (tropical),141,,Mouriri,sideroxylon,
10728,Fabaceae,Mundulea sericea,0.839,Africa (extratropical),72,,Mundulea,sericea,
10729,Muntingiaceae,Muntingia calabura,0.300,South America (tropical),44,,Muntingia,calabura,
10730,Rutaceae,Murraya koenigii,0.680,India,26,,Murraya,koenigii,
10731,Rutaceae,Murraya koenigii,0.592,South-East Asia (tropical),14,,Murraya,koenigii,
10732,Rutaceae,Murraya paniculata,0.880,South-East Asia (tropical),16,,Murraya,paniculata,
10733,Rutaceae,Murraya paniculata,0.880,South-East Asia (tropical),43,,Murraya,paniculata,
10734,Rutaceae,Murraya paniculata,0.854,South-East Asia (tropical),14,,Murraya,paniculata,
10735,Urticaceae,Musanga cecropioides,0.387,Africa (tropical),1,,Musanga,cecropioides,
10736,Urticaceae,Musanga cecropioides,0.230,Africa (tropical),85,,Musanga,cecropioides,
10737,Urticaceae,Musanga cecropioides,0.199,Africa (tropical),79,,Musanga,cecropioides,
10738,Urticaceae,Musanga cecropioides,0.206,Africa (tropical),98,,Musanga,cecropioides,
10739,Urticaceae,Musanga cecropioides,0.158,Africa (tropical),147,,Musanga,cecropioides,
10740,Urticaceae,Musanga cecropioides,0.183,Africa (tropical),147,,Musanga,cecropioides,
10741,Urticaceae,Musanga cecropioides,0.228,Africa (tropical),147,,Musanga,cecropioides,
10742,Urticaceae,Musanga cecropioides,0.299,Africa (tropical),147,,Musanga,cecropioides,
10743,Urticaceae,Musanga cecropioides,0.328,Africa (tropical),147,,Musanga,cecropioides,
10744,Urticaceae,Musanga cecropioides,0.198,Africa (tropical),181,,Musanga,cecropioides,
10745,Urticaceae,Musanga cecropioides,0.248,Africa (tropical),182,,Musanga,cecropioides,
10746,Urticaceae,Musanga cecropioides,0.250,Africa (tropical),76,,Musanga,cecropioides,
10747,Proteaceae,Musgravea heterophylla,0.581,Australia/PNG (tropical),90,,Musgravea,heterophylla,
10748,Proteaceae,Musgravea stenostachya,0.581,Australia/PNG (tropical),90,,Musgravea,stenostachya,
10749,Proteaceae,Musgravea stenostachya,0.581,Australia/PNG (tropical),90,,Musgravea,stenostachya,
10750,Rubiaceae,Mussaendopsis beccariana,0.740,South-East Asia (tropical),129,,Mussaendopsis,beccariana,
10751,Rubiaceae,Mussaendopsis beccariana,0.800,South-East Asia (tropical),43,,Mussaendopsis,beccariana,
10752,Myoporaceae,Myoporum platycarpum,0.881,Australia,90,,Myoporum,platycarpum,
10753,Myrtaceae,Myrceugenia euosma,0.740,South America (extratropical),114,,Myrceugenia,euosma,
10754,Myrtaceae,Myrcia amazonica,0.820,South America (tropical),45,,Myrcia,amazonica,
10755,Myrtaceae,Myrcia deflexa,0.800,Central America (tropical),111,,Myrcia,deflexa,
10756,Myrtaceae,Myrcia fallax,0.820,South America (tropical),45,,Myrcia,fallax,
10757,Myrtaceae,Myrcia paivae,0.730,South America (tropical),141,,Myrcia,paivae,
10758,Myrtaceae,Myrcia paivae,0.818,South America (tropical),189,,Myrcia,paivae,
10759,Myrtaceae,Myrcia pyrifolia,0.820,South America (tropical),45,,Myrcia,pyrifolia,
10760,Myrtaceae,Myrcia rostrata,0.870,South America (extratropical),114,,Myrcia,rostrata,
10761,Myrtaceae,Myrcia splendens,0.800,South America (tropical),141,,Myrcia,splendens,
10762,Myrtaceae,Myrcia tomentosa,0.820,South America (extratropical),114,,Myrcia,tomentosa,
10763,Myrtaceae,Myrcianthes mato,0.690,South America (tropical),11,,Myrcianthes,mato,
10764,Myrtaceae,Myrcianthes mato,0.695,South America (extratropical),48,,Myrcianthes,mato,
10765,Myrtaceae,Myrcianthes pseudomato,0.727,South America (extratropical),48,,Myrcianthes,pseudomato,
10766,Myrtaceae,Myrcianthes pungens,0.911,South America (extratropical),48,,Myrcianthes,pungens,
10767,Myrtaceae,Myrciaria floribunda,0.730,South America (tropical),141,,Myrciaria,floribunda,
10768,Myrtaceae,Myrciaria floribunda,0.840,South America (tropical),45,,Myrciaria,floribunda,
10769,Myrtaceae,Myrciaria indet,0.530,South America (tropical),187,,Myrciaria,indet,
10770,Urticaceae,Myrianthus holstii,0.469,Africa (extratropical),72,,Myrianthus,holstii,
10771,Urticaceae,Myrianthus libericus,0.430,Africa (tropical),98,,Myrianthus,libericus,
10772,Myricaceae,Myrica faya,0.660,Africa (extratropical),76,,Myrica,faya,
10773,Myricaceae,Myrica longifolia,0.720,South-East Asia (tropical),129,,Myrica,longifolia,
10774,Myricaceae,Myrica pilulifera,0.426,Africa (extratropical),72,,Myrica,pilulifera,
10775,Myricaceae,Myrica pubescens,0.456,South America (extratropical),48,,Myrica,pubescens,
10776,Myricaceae,Myrica pubescens,0.540,South America (tropical),44,,Myrica,pubescens,
10777,Myricaceae,Myrica rubra,0.696,China,33,,Myrica,rubra,
10778,Tamaricaceae,Myricaria cauliflora,0.981,South America (extratropical),121,,Myricaria,cauliflora,
10779,Myristicaceae,Myristica affinis,0.290,South-East Asia (tropical),129,,Myristica,affinis,
10780,Myristicaceae,Myristica attenuata,0.430,India,109,,Myristica,attenuata,
10781,Myristicaceae,Myristica bicuhyba,0.770,South America (extratropical),121,,Myristica,bicuhyba,
10782,Myristicaceae,Myristica brassii,0.420,South-East Asia (tropical),129,,Myristica,brassii,
10783,Myristicaceae,Myristica buchneriana,0.387,Australia/PNG (tropical),27,,Myristica,buchneriana,
10784,Myristicaceae,Myristica canarica,0.439,India,135,,Myristica,canarica,
10785,Myristicaceae,Myristica castaneifolia,0.500,South-East Asia,136,,Myristica,castaneifolia,
10786,Myristicaceae,Myristica castaneifolia,0.490,Oceania,9,,Myristica,castaneifolia,
10787,Myristicaceae,Myristica celebica,0.330,South-East Asia (tropical),129,,Myristica,celebica,
10788,Myristicaceae,Myristica celebica,0.430,South-East Asia (tropical),129,,Myristica,celebica,
10789,Myristicaceae,Myristica chartacea,0.490,Oceania,9,,Myristica,chartacea,
10790,Myristicaceae,Myristica cinnamomea,0.570,South-East Asia (tropical),43,,Myristica,cinnamomea,
10791,Myristicaceae,Myristica crassa,0.410,South-East Asia (tropical),170,,Myristica,crassa,
10792,Myristicaceae,Myristica crassa,0.440,South-East Asia (tropical),43,,Myristica,crassa,
10793,Myristicaceae,Myristica cucullata,0.490,South-East Asia (tropical),129,,Myristica,cucullata,
10794,Myristicaceae,Myristica elliptica,0.400,South-East Asia (tropical),170,,Myristica,elliptica,
10795,Myristicaceae,Myristica fusca,0.490,South-East Asia (tropical),170,,Myristica,fusca,
10796,Myristicaceae,Myristica gigantea,0.570,South-East Asia (tropical),43,,Myristica,gigantea,
10797,Myristicaceae,Myristica gillespieana,0.490,Oceania,9,,Myristica,gillespieana,
10798,Myristicaceae,Myristica globosa,0.482,Australia/PNG (tropical),90,,Myristica,globosa,
10799,Myristicaceae,Myristica globosa,0.480,Australia/PNG (tropical),90,,Myristica,globosa,
10800,Myristicaceae,Myristica globosa,0.482,Australia/PNG (tropical),90,,Myristica,globosa,
10801,Myristicaceae,Myristica guatteriaefolia,0.540,South-East Asia (tropical),43,,Myristica,guatteriaefolia,
10802,Myristicaceae,Myristica iners,0.500,South-East Asia (tropical),67,,Myristica,iners,
10803,Myristicaceae,Myristica iners,0.420,South-East Asia (tropical),170,,Myristica,iners,
10804,Myristicaceae,Myristica iners,0.490,South-East Asia (tropical),177,,Myristica,iners,
10805,Myristicaceae,Myristica insipida,0.482,Australia/PNG (tropical),90,,Myristica,insipida,
10806,Myristicaceae,Myristica irya,0.499,India,135,,Myristica,irya,
10807,Myristicaceae,Myristica lowiana,0.430,South-East Asia (tropical),170,,Myristica,lowiana,
10808,Myristicaceae,Myristica lowiana,0.450,South-East Asia (tropical),43,,Myristica,lowiana,
10809,Myristicaceae,Myristica maxima,0.410,South-East Asia (tropical),170,,Myristica,maxima,
10810,Myristicaceae,Myristica pachyphylla,0.380,South-East Asia (tropical),129,,Myristica,pachyphylla,
10811,Myristicaceae,Myristica philippensis,0.360,South-East Asia (tropical),129,,Myristica,philippensis,
10812,Myristicaceae,Myristica subalulata,0.290,South-East Asia (tropical),129,,Myristica,subalulata,
10813,Myristicaceae,Myristica succedanea,0.420,South-East Asia (tropical),129,,Myristica,succedanea,
10814,Myristicaceae,Myristica sulcata,0.430,South-East Asia (tropical),170,,Myristica,sulcata,
10815,Myristicaceae,Myristica villosa,0.590,South-East Asia (tropical),170,,Myristica,villosa,
10816,Fabaceae,Myrocarpus fastigiatus,1.020,South America (extratropical),114,,Myrocarpus,fastigiatus,
10817,Fabaceae,Myrocarpus fastigiatus,0.961,South America (extratropical),121,,Myrocarpus,fastigiatus,
10818,Fabaceae,Myrocarpus frondosus,0.770,South America (tropical),35,,Myrocarpus,frondosus,
10819,Fabaceae,Myrocarpus frondosus,0.910,South America (extratropical),114,,Myrocarpus,frondosus,
10820,Fabaceae,Myrocarpus frondosus,0.727,South America (extratropical),46,,Myrocarpus,frondosus,
10821,Fabaceae,Myrocarpus frondosus,0.780,South America (tropical),41,,Myrocarpus,frondosus,
10822,Fabaceae,Myrocarpus frondosus,0.730,South America (extratropical),121,,Myrocarpus,frondosus,
10823,Fabaceae,Myrocarpus frondosus,0.992,South America (extratropical),121,,Myrocarpus,frondosus,
10824,Fabaceae,Myrospermum frutescens,0.830,Central America (tropical),116,,Myrospermum,frutescens,
10825,Fabaceae,Myroxylon balsamum,0.760,South America (tropical),141,,Myroxylon,balsamum,
10826,Fabaceae,Myroxylon balsamum,0.820,South America (tropical),35,,Myroxylon,balsamum,
10827,Fabaceae,Myroxylon balsamum,0.775,South America (tropical),36,,Myroxylon,balsamum,
10828,Fabaceae,Myroxylon balsamum,0.780,South America (tropical),91,,Myroxylon,balsamum,
10829,Fabaceae,Myroxylon balsamum,0.780,South America (tropical),77,,Myroxylon,balsamum,
10830,Fabaceae,Myroxylon balsamum,0.750,South America (tropical),44,,Myroxylon,balsamum,
10831,Fabaceae,Myroxylon balsamum,0.770,South-East Asia (tropical),129,,Myroxylon,balsamum,
10832,Fabaceae,Myroxylon peruiferum,0.950,South America (extratropical),114,,Myroxylon,peruiferum,
10833,Fabaceae,Myroxylon peruiferum,0.780,South America (tropical),20,,Myroxylon,peruiferum,
10834,Fabaceae,Myroxylon peruiferum,0.860,South America (tropical),15,,Myroxylon,peruiferum,
10835,Fabaceae,Myroxylon peruiferum,0.826,South America (extratropical),46,,Myroxylon,peruiferum,
10836,Fabaceae,Myroxylon peruiferum,0.780,South America (tropical),77,,Myroxylon,peruiferum,
10837,Fabaceae,Myroxylon peruiferum,0.750,South America (tropical),44,,Myroxylon,peruiferum,
10838,Myrsinaceae,Myrsine achradifolia,0.741,Australia/PNG (tropical),90,,Myrsine,achradifolia,
10839,Myrsinaceae,Myrsine achradifolia,0.788,Australia/PNG (tropical),90,,Myrsine,achradifolia,
10840,Myrsinaceae,Myrsine achradifolia,0.788,Australia/PNG (tropical),90,,Myrsine,achradifolia,
10841,Myrsinaceae,Myrsine australis,0.753,Oceania,94,,Myrsine,australis,
10842,Myrsinaceae,Myrsine canariensis,0.750,Africa (extratropical),76,,Myrsine,canariensis,
10843,Myrsinaceae,Myrsine coriacea,0.700,Central America (tropical),111,,Myrsine,coriacea,
10844,Myrsinaceae,Myrsine coriacea,0.594,South America (extratropical),48,,Myrsine,coriacea,
10845,Myrsinaceae,Myrsine divaricata,0.646,Oceania,94,,Myrsine,divaricata,
10846,Myrsinaceae,Myrsine flocculosa,0.824,South America (extratropical),121,,Myrsine,flocculosa,
10847,Myrsinaceae,Myrsine salicina,0.790,Oceania,94,,Myrsine,salicina,
10848,Myrsinaceae,Myrsine semiserrata,0.703,South-East Asia (tropical),14,,Myrsine,semiserrata,
10849,Myrsinaceae,Myrsine variabilis,0.784,Australia/PNG (tropical),90,,Myrsine,variabilis,
10850,Myrsinaceae,Myrsine variabilis,0.784,Australia/PNG (tropical),90,,Myrsine,variabilis,
10851,Hamamelidaceae,Mytilaria laosensis,0.492,China,33,,Mytilaria,laosensis,
10852,Podocarpaceae,Nageia motleyi,0.500,South-East Asia (tropical),170,,Nageia,motleyi,
10853,Podocarpaceae,Nageia vitiensis,0.340,South-East Asia (tropical),129,,Nageia,vitiensis,
10854,Podocarpaceae,Nageia vitiensis,0.370,Oceania,9,,Nageia,vitiensis,
10855,Podocarpaceae,Nageia wallichiana,0.460,South-East Asia (tropical),80,,Nageia,wallichiana,
10856,Podocarpaceae,Nageia wallichiana,0.500,South-East Asia (tropical),129,,Nageia,wallichiana,
10857,Podocarpaceae,Nageia wallichiana,0.570,South-East Asia (tropical),170,,Nageia,wallichiana,
10858,Podocarpaceae,Nageia wallichiana,0.660,South-East Asia (tropical),177,,Nageia,wallichiana,
10859,Podocarpaceae,Nageia wallichiana,0.469,South-East Asia (tropical),14,,Nageia,wallichiana,
10860,Podocarpaceae,Nageia wallichiana,0.469,South-East Asia (tropical),14,,Nageia,wallichiana,
10861,Rubiaceae,Nauclea diderrichii,0.630,South-East Asia,60,,Nauclea,diderrichii,
10862,Rubiaceae,Nauclea diderrichii,0.689,Africa (tropical),1,,Nauclea,diderrichii,
10863,Rubiaceae,Nauclea diderrichii,0.680,Africa (tropical),63,,Nauclea,diderrichii,
10864,Rubiaceae,Nauclea diderrichii,0.630,Africa (tropical),85,,Nauclea,diderrichii,
10865,Rubiaceae,Nauclea diderrichii,0.645,Africa (tropical),98,,Nauclea,diderrichii,
10866,Rubiaceae,Nauclea diderrichii,0.656,Africa (tropical),143,,Nauclea,diderrichii,
10867,Rubiaceae,Nauclea diderrichii,0.589,Africa (tropical),147,,Nauclea,diderrichii,
10868,Rubiaceae,Nauclea diderrichii,0.619,Africa (tropical),147,,Nauclea,diderrichii,
10869,Rubiaceae,Nauclea diderrichii,0.651,Africa (tropical),147,,Nauclea,diderrichii,
10870,Rubiaceae,Nauclea diderrichii,0.659,Africa (tropical),147,,Nauclea,diderrichii,
10871,Rubiaceae,Nauclea diderrichii,0.663,Africa (tropical),147,,Nauclea,diderrichii,
10872,Rubiaceae,Nauclea diderrichii,0.665,Africa (tropical),147,,Nauclea,diderrichii,
10873,Rubiaceae,Nauclea diderrichii,0.677,Africa (tropical),147,,Nauclea,diderrichii,
10874,Rubiaceae,Nauclea diderrichii,0.678,Africa (tropical),147,,Nauclea,diderrichii,
10875,Rubiaceae,Nauclea diderrichii,0.694,Africa (tropical),147,,Nauclea,diderrichii,
10876,Rubiaceae,Nauclea diderrichii,0.701,Africa (tropical),147,,Nauclea,diderrichii,
10877,Rubiaceae,Nauclea diderrichii,0.708,Africa (tropical),147,,Nauclea,diderrichii,
10878,Rubiaceae,Nauclea diderrichii,0.712,Africa (tropical),147,,Nauclea,diderrichii,
10879,Rubiaceae,Nauclea diderrichii,0.767,Africa (tropical),147,,Nauclea,diderrichii,
10880,Rubiaceae,Nauclea diderrichii,0.783,Africa (tropical),147,,Nauclea,diderrichii,
10881,Rubiaceae,Nauclea diderrichii,0.648,Africa (tropical),182,,Nauclea,diderrichii,
10882,Rubiaceae,Nauclea diderrichii,0.690,Africa (tropical),76,,Nauclea,diderrichii,
10883,Rubiaceae,Nauclea diderrichii,0.670,Africa (tropical),99,,Nauclea,diderrichii,
10884,Rubiaceae,Nauclea gilletii,0.654,Africa (tropical),40,,Nauclea,gilletii,
10885,Rubiaceae,Nauclea junghuhnii,0.640,South-East Asia (tropical),43,,Nauclea,junghuhnii,
10886,Rubiaceae,Nauclea maingayi,0.540,South-East Asia (tropical),43,,Nauclea,maingayi,
10887,Rubiaceae,Nauclea mitragyna,0.482,Australia/PNG (tropical),27,,Nauclea,mitragyna,
10888,Rubiaceae,Nauclea officinalis,0.646,South-East Asia (tropical),13,,Nauclea,officinalis,
10889,Rubiaceae,Nauclea orientalis,0.482,Australia/PNG (tropical),90,,Nauclea,orientalis,
10890,Rubiaceae,Nauclea orientalis,0.464,Australia,90,,Nauclea,orientalis,
10891,Rubiaceae,Nauclea orientalis,0.467,Australia,203,,Nauclea,orientalis,
10892,Rubiaceae,Nauclea orientalis,0.491,Australia,203,,Nauclea,orientalis,
10893,Rubiaceae,Nauclea orientalis,0.460,South-East Asia (tropical),80,,Nauclea,orientalis,
10894,Rubiaceae,Nauclea orientalis,0.560,India,26,,Nauclea,orientalis,
10895,Rubiaceae,Nauclea orientalis,0.460,South-East Asia (tropical),16,,Nauclea,orientalis,
10896,Rubiaceae,Nauclea orientalis,0.482,Australia/PNG (tropical),27,,Nauclea,orientalis,
10897,Rubiaceae,Nauclea orientalis,0.482,South-East Asia (tropical),14,,Nauclea,orientalis,
10898,Rubiaceae,Nauclea sessilifolia,0.697,India,135,,Nauclea,sessilifolia,
10899,Rubiaceae,Nauclea subdita,0.440,South-East Asia (tropical),16,,Nauclea,subdita,
10900,Rubiaceae,Nauclea tenuiflora,0.482,Australia/PNG (tropical),27,,Nauclea,tenuiflora,
10901,Rubiaceae,Nauclea undulata,0.482,Australia/PNG (tropical),27,,Nauclea,undulata,
10902,Moraceae,Naucleopsis concinna,0.670,South America (tropical),44,,Naucleopsis,concinna,
10903,Moraceae,Naucleopsis guianensis,0.650,South America (tropical),55,,Naucleopsis,guianensis,
10904,Moraceae,Naucleopsis ternstroemiiflora,0.612,South America (tropical),198,,Naucleopsis,ternstroemiiflora,
10905,Moraceae,Naucleopsis ulei,0.670,South America (tropical),44,,Naucleopsis,ulei,
10906,Euphorbiaceae,Nealchornea yapurensis,0.610,South America (tropical),22,,Nealchornea,yapurensis,
10907,Euphorbiaceae,Nealchornea yapurensis,0.650,South America (tropical),15,,Nealchornea,yapurensis,
10908,Euphorbiaceae,Nealchornea yapurensis,0.580,South America (tropical),44,,Nealchornea,yapurensis,
10909,Lauraceae,Nectandra amara,0.608,South America (extratropical),121,,Nectandra,amara,
10910,Lauraceae,Nectandra amara,0.942,South America (extratropical),121,,Nectandra,amara,
10911,Lauraceae,Nectandra amazonum,0.800,South America (tropical),115,,Nectandra,amazonum,
10912,Lauraceae,Nectandra amazonum,0.580,South America (tropical),134,,Nectandra,amazonum,
10913,Lauraceae,Nectandra amazonum,0.520,South America (tropical),134,,Nectandra,amazonum,
10914,Lauraceae,Nectandra ambigens,0.570,Mexico,23,,Nectandra,ambigens,
10915,Lauraceae,Nectandra angusta,0.480,South America (tropical),77,,Nectandra,angusta,
10916,Lauraceae,Nectandra angustifolia,0.473,South America (extratropical),66,,Nectandra,angustifolia,
10917,Lauraceae,Nectandra cissiflora,0.590,South America (extratropical),114,,Nectandra,cissiflora,
10918,Lauraceae,Nectandra coriacea,0.510,South America (tropical),141,,Nectandra,coriacea,
10919,Lauraceae,Nectandra coriacea,0.450,South America (tropical),204,,Nectandra,coriacea,
10920,Lauraceae,Nectandra cufodontisii,0.450,Central America (tropical),196,,Nectandra,cufodontisii,
